"No.","Time","Source","Destination","Protocol","Length","Info"
"1751","42.706609593","192.168.3.249","8.8.8.8","TCP","74","45418  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=3434481790 TSecr=0 WS=128"
"1752","42.726157046","d0:df:9a:45:80:60","Broadcast","ARP","60","Who has 192.168.3.62? Tell 192.168.3.180"
"1753","42.737055107","8.8.8.8","192.168.3.249","TCP","66","443  >  45408 [ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=16337589 TSecr=3434480381"
"1754","42.737055909","8.8.8.8","192.168.3.249","TCP","66","443  >  45408 [FIN, ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=16337589 TSecr=3434480381"
"1755","42.737056064","8.8.8.8","192.168.3.249","TCP","60","443  >  45408 [RST] Seq=1 Win=0 Len=0"
"1756","42.737684099","192.168.3.249","8.8.8.8","TCP","74","45434  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=3434481821 TSecr=0 WS=128"
"1757","42.746943760","8.8.4.4","192.168.3.249","TCP","74","443  >  45172 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16337613 TSecr=3723112098 WS=128"
"1758","42.747053351","192.168.3.249","8.8.4.4","TCP","66","45172  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=3723113548 TSecr=16337613"
"1759","42.747125282","8.8.4.4","192.168.3.249","TCP","66","443  >  56230 [ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=16337615 TSecr=3723112099"
"1760","42.747583329","192.168.3.249","8.8.4.4","TCP","1514","45172  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=1448 TSval=3723113548 TSecr=16337613 [TCP segment of a reassembled PDU]"
"1761","42.747592575","192.168.3.249","8.8.4.4","TLSv1","434","Client Hello"
"1762","42.777347379","8.8.4.4","192.168.3.249","TCP","66","443  >  56230 [ACK] Seq=1 Ack=1785 Win=20352 Len=0 TSval=16337615 TSecr=3723112099"
"1763","42.777421740","8.8.4.4","192.168.3.249","TCP","66","443  >  56230 [FIN, ACK] Seq=1 Ack=1785 Win=20352 Len=0 TSval=16337615 TSecr=3723112099"
"1764","42.777422020","142.250.200.110","192.168.3.249","TCP","74","443  >  53180 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16337615 TSecr=485334835 WS=128"
"1765","42.777468404","192.168.3.249","142.250.200.110","TCP","66","53180  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=485336274 TSecr=16337615"
"1766","42.777488359","142.250.200.110","192.168.3.249","TCP","74","443  >  53192 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16337616 TSecr=485335086 WS=128"
"1767","42.777501680","192.168.3.249","142.250.200.110","TCP","66","53192  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=485336274 TSecr=16337616"
"1768","42.777510130","142.250.200.142","192.168.3.249","TCP","66","443  >  40686 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337616 TSecr=932701279"
"1769","42.777518349","142.250.200.142","192.168.3.249","TCP","66","443  >  40686 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337616 TSecr=932701279"
"1770","42.777525898","142.250.200.110","192.168.3.249","TCP","74","[TCP Retransmission] 443  >  53192 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16337637 TSecr=485335086 WS=128"
"1771","42.777525977","8.8.8.8","192.168.3.249","TCP","60","443  >  45398 [RST] Seq=1 Win=0 Len=0"
"1772","42.777526028","8.8.8.8","192.168.3.249","TCP","74","443  >  45418 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16337648 TSecr=3434481790 WS=128"
"1773","42.777526077","8.8.8.8","192.168.3.249","TCP","74","443  >  45434 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16337651 TSecr=3434481821 WS=128"
"1774","42.777536862","192.168.3.249","142.250.200.110","TCP","66","[TCP Dup ACK 1767#1] 53192  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=485336274 TSecr=16337616"
"1775","42.777551269","192.168.3.249","8.8.8.8","TCP","66","45418  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=3434481861 TSecr=16337648"
"1776","42.777562763","192.168.3.249","8.8.8.8","TCP","66","45434  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=3434481861 TSecr=16337651"
"1777","42.777616434","192.168.3.249","8.8.4.4","TCP","66","56230  >  443 [FIN, ACK] Seq=1785 Ack=2 Win=32128 Len=0 TSval=3723113578 TSecr=16337615"
"1778","42.777874387","192.168.3.249","8.8.4.4","TCP","74","45184  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=3723113579 TSecr=0 WS=128"
"1779","42.779021916","192.168.3.249","8.8.8.8","TCP","1514","45418  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=1448 TSval=3434481863 TSecr=16337648 [TCP segment of a reassembled PDU]"
"1780","42.779044738","192.168.3.249","8.8.8.8","TLSv1","434","Client Hello"
"1781","42.779655877","192.168.3.249","8.8.8.8","TCP","1514","45434  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=1448 TSval=3434481863 TSecr=16337651 [TCP segment of a reassembled PDU]"
"1782","42.779672077","192.168.3.249","8.8.8.8","TLSv1","338","Client Hello"
"1783","42.780238352","192.168.3.249","142.250.200.110","TLSv1","583","Client Hello"
"1784","42.780463258","192.168.3.249","142.250.200.142","TCP","66","40686  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=932702286 TSecr=16337616"
"1785","42.782951883","192.168.3.249","142.250.200.110","TLSv1","583","Client Hello"
"1786","42.790743235","192.168.3.249","192.168.3.1","DNS","85","Standard query 0xffe0 A colab.research.google.com"
"1787","42.864877753","192.168.3.249","8.8.8.8","TCP","338","[TCP Retransmission] 45434  >  443 [PSH, ACK] Seq=1449 Ack=1 Win=32128 Len=272 TSval=3434481949 TSecr=16337651"
"1788","42.924902563","192.168.3.249","8.8.8.8","TCP","434","[TCP Retransmission] 45418  >  443 [PSH, ACK] Seq=1449 Ack=1 Win=32128 Len=368 TSval=3434482009 TSecr=16337648"
"1789","42.941781030","192.168.3.235","224.0.0.251","MDNS","291","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 192.168.3.235 AAAA, cache flush fe80::74dc:a3ff:fe60:be5 NSEC, cache flush 235.3.168.192.in-addr.arpa NSEC, cache flush 5.E.B.0.0.6.E.F.F.F.3.A.C.D.4.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"1790","43.431038791","8.8.4.4","192.168.3.249","TCP","66","443  >  45172 [ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=16337652 TSecr=3723113548"
"1791","43.431039518","8.8.4.4","192.168.3.249","TCP","66","443  >  45172 [ACK] Seq=1 Ack=1817 Win=20352 Len=0 TSval=16337652 TSecr=3723113548"
"1792","43.431039673","8.8.4.4","192.168.3.249","TCP","66","443  >  45172 [FIN, ACK] Seq=1 Ack=1817 Win=20352 Len=0 TSval=16337652 TSecr=3723113548"
"1793","43.431039824","8.8.4.4","192.168.3.249","TCP","66","443  >  56230 [ACK] Seq=2 Ack=1786 Win=20352 Len=0 TSval=16337666 TSecr=3723113578"
"1794","43.431039969","8.8.4.4","192.168.3.249","TCP","74","443  >  45184 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16337666 TSecr=3723113579 WS=128"
"1795","43.431040119","8.8.8.8","192.168.3.249","TCP","66","443  >  45418 [ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=16337666 TSecr=3434481863"
"1796","43.431040265","8.8.8.8","192.168.3.249","TCP","66","443  >  45418 [ACK] Seq=1 Ack=1817 Win=20352 Len=0 TSval=16337666 TSecr=3434481863"
"1797","43.431040405","8.8.8.8","192.168.3.249","TCP","66","443  >  45418 [FIN, ACK] Seq=1 Ack=1817 Win=20352 Len=0 TSval=16337666 TSecr=3434481863"
"1798","43.431040545","8.8.8.8","192.168.3.249","TCP","66","443  >  45434 [ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=16337667 TSecr=3434481863"
"1799","43.431040686","8.8.8.8","192.168.3.249","TCP","66","443  >  45434 [ACK] Seq=1 Ack=1721 Win=20352 Len=0 TSval=16337667 TSecr=3434481863"
"1800","43.431040831","8.8.8.8","192.168.3.249","TCP","66","443  >  45434 [FIN, ACK] Seq=1 Ack=1721 Win=20352 Len=0 TSval=16337667 TSecr=3434481863"
"1801","43.431040971","142.250.200.110","192.168.3.249","TCP","66","443  >  53180 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337669 TSecr=485336277"
"1802","43.431041112","142.250.200.142","192.168.3.249","TCP","66","443  >  40686 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16337669 TSecr=932702286"
"1803","43.431041252","142.250.200.110","192.168.3.249","TCP","66","443  >  53180 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337669 TSecr=485336277"
"1804","43.431041397","142.250.200.110","192.168.3.249","TCP","66","443  >  53192 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337670 TSecr=485336280"
"1805","43.431041538","142.250.200.110","192.168.3.249","TCP","66","443  >  53192 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337670 TSecr=485336280"
"1806","43.431041678","192.168.3.1","192.168.3.249","DNS","173","Standard query response 0xffe0 A colab.research.google.com CNAME colab-alv.research.google.com A 216.239.38.180 A 216.239.36.180 A 216.239.32.180 A 216.239.34.180"
"1807","43.431192906","192.168.3.249","8.8.4.4","TCP","66","45184  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=3723114232 TSecr=16337666"
"1808","43.431343741","192.168.3.249","8.8.4.4","TCP","66","45172  >  443 [FIN, ACK] Seq=1817 Ack=2 Win=32128 Len=0 TSval=3723114232 TSecr=16337652"
"1809","43.431499980","192.168.3.249","142.250.200.110","TCP","66","53180  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=485336928 TSecr=16337669"
"1810","43.431917740","192.168.3.249","142.250.200.110","TCP","66","53192  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=485336929 TSecr=16337670"
"1811","43.432009604","192.168.3.249","8.8.4.4","TCP","1514","45184  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=1448 TSval=3723114233 TSecr=16337666 [TCP segment of a reassembled PDU]"
"1812","43.432018634","192.168.3.249","8.8.4.4","TLSv1","402","Client Hello"
"1813","43.432168716","192.168.3.249","8.8.8.8","TCP","66","45418  >  443 [FIN, ACK] Seq=1817 Ack=2 Win=32128 Len=0 TSval=3434482516 TSecr=16337666"
"1814","43.432177434","192.168.3.249","216.239.32.180","TCP","74","40416  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=4108700575 TSecr=0 WS=128"
"1815","43.432252545","192.168.3.249","8.8.8.8","TCP","66","45434  >  443 [FIN, ACK] Seq=1721 Ack=2 Win=32128 Len=0 TSval=3434482516 TSecr=16337667"
"1816","43.462196510","8.8.8.8","192.168.3.249","TCP","78","[TCP Dup ACK 1799#1] 443  >  45434 [ACK] Seq=2 Ack=1721 Win=20352 Len=0 TSval=16337672 TSecr=3434481949 SLE=1449 SRE=1721"
"1817","43.493919671","8.8.8.8","192.168.3.249","TCP","78","[TCP Dup ACK 1796#1] 443  >  45418 [ACK] Seq=2 Ack=1817 Win=20352 Len=0 TSval=16337672 TSecr=3434482009 SLE=1449 SRE=1817"
"1818","43.497187059","8.8.4.4","192.168.3.249","TCP","66","443  >  45172 [ACK] Seq=2 Ack=1818 Win=20352 Len=0 TSval=16337722 TSecr=3723114232"
"1819","43.618663655","142.250.200.110","192.168.3.249","TCP","66","443  >  53180 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16337724 TSecr=485336928"
"1820","43.621397973","192.168.3.249","192.168.3.1","DNS","85","Standard query 0xb199 A push.services.mozilla.com"
"1821","43.656712698","142.250.200.110","192.168.3.249","TCP","66","443  >  53192 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16337739 TSecr=485336929"
"1822","43.656756207","8.8.4.4","192.168.3.249","TCP","66","443  >  45184 [ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=16337741 TSecr=3723114233"
"1823","43.656765412","8.8.4.4","192.168.3.249","TCP","66","443  >  45184 [FIN, ACK] Seq=1 Ack=1449 Win=17408 Len=0 TSval=16337741 TSecr=3723114233"
"1824","43.656808134","192.168.3.249","8.8.4.4","TCP","66","45184  >  443 [ACK] Seq=1785 Ack=2 Win=32128 Len=0 TSval=3723114458 TSecr=16337741"
"1825","43.656957871","192.168.3.249","8.8.4.4","TCP","66","45184  >  443 [FIN, ACK] Seq=1785 Ack=2 Win=32128 Len=0 TSval=3723114458 TSecr=16337741"
"1826","43.682273483","192.168.3.249","192.168.3.1","DNS","85","Standard query 0xd87c A colab.research.google.com"
"1827","43.848474395","fe80::99c3:5cdc:2244:3a32","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1828","43.851509733","8.8.4.4","192.168.3.249","TCP","60","443  >  45184 [RST] Seq=1 Win=0 Len=0"
"1829","43.851546587","8.8.8.8","192.168.3.249","TCP","66","443  >  45418 [ACK] Seq=2 Ack=1818 Win=20352 Len=0 TSval=16337751 TSecr=3434482516"
"1830","43.851560735","216.239.32.180","192.168.3.249","TCP","74","443  >  40416 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16337751 TSecr=4108700575 WS=128"
"1831","43.851587030","192.168.3.249","216.239.32.180","TCP","66","40416  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=4108700994 TSecr=16337751"
"1832","43.851606324","8.8.8.8","192.168.3.249","TCP","66","443  >  45434 [ACK] Seq=2 Ack=1722 Win=20352 Len=0 TSval=16337751 TSecr=3434482516"
"1833","43.851617315","8.8.4.4","192.168.3.249","TCP","60","443  >  45184 [RST] Seq=2 Win=0 Len=0"
"1834","43.853121366","192.168.3.249","216.239.32.180","TLSv1","583","Client Hello"
"1835","43.868026286","192.168.3.51","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"1836","43.871012142","8.8.4.4","192.168.3.249","TCP","60","443  >  45184 [RST] Seq=2 Win=0 Len=0"
"1837","43.871188376","192.168.3.51","224.0.0.251","MDNS","81","Standard query 0x0000 ANY Electrical_Engr.local, ""QM"" question"
"1838","43.872822901","fe80::99c3:5cdc:2244:3a32","ff02::fb","MDNS","101","Standard query 0x0000 ANY Electrical_Engr.local, ""QM"" question"
"1839","43.907376693","192.168.3.1","192.168.3.249","DNS","173","Standard query response 0xd87c A colab.research.google.com CNAME colab-alv.research.google.com A 216.239.32.180 A 216.239.34.180 A 216.239.38.180 A 216.239.36.180"
"1840","43.907406255","192.168.3.51","224.0.0.252","LLMNR","75","Standard query 0x7cc8 ANY Electrical_Engr"
"1841","43.908485014","fe80::99c3:5cdc:2244:3a32","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1842","43.909493353","192.168.3.51","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"1843","43.910703683","fe80::99c3:5cdc:2244:3a32","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1844","43.914029494","192.168.3.51","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"1845","43.969579165","192.168.3.1","192.168.3.249","DNS","101","Standard query response 0xb199 A push.services.mozilla.com A 34.107.243.93"
"1846","43.969970880","192.168.3.249","34.107.243.93","TCP","74","58068  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=2497229653 TSecr=0 WS=128"
"1847","43.989081322","fe80::99c3:5cdc:2244:3a32","ff02::fb","MDNS","101","Standard query 0x0000 ANY Electrical_Engr.local, ""QM"" question"
"1848","43.990889385","192.168.3.51","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::99c3:5cdc:2244:3a32 A 192.168.3.51"
"1849","44.012665536","216.239.32.180","192.168.3.249","TCP","66","443  >  40416 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337774 TSecr=4108700996"
"1850","44.175348406","192.168.3.234","192.168.3.255","NBNS","92","Name query NB ZINOX_EDGE<00>"
"1851","44.220245708","192.168.3.249","192.168.3.1","DNS","85","Standard query 0x80b6 A push.services.mozilla.com"
"1852","44.384650669","192.168.3.62","192.168.3.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1853","44.424529244","216.239.32.180","192.168.3.249","TCP","66","443  >  40416 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337774 TSecr=4108700996"
"1854","44.424556961","216.239.32.180","192.168.3.249","TCP","78","[TCP Dup ACK 1849#1] 443  >  40416 [ACK] Seq=2 Ack=518 Win=15616 Len=0 TSval=16337792 TSecr=4108700996 SLE=1 SRE=518"
"1855","44.424577784","192.168.3.249","216.239.32.180","TCP","66","40416  >  443 [ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=4108701567 TSecr=16337774"
"1856","44.424592848","34.107.243.93","192.168.3.249","TCP","74","443  >  58068 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16337793 TSecr=2497229653 WS=128"
"1857","44.424608828","192.168.3.249","34.107.243.93","TCP","66","58068  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=2497230107 TSecr=16337793"
"1858","44.424822066","192.168.3.249","216.239.32.180","TCP","66","40416  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=4108701568 TSecr=16337774"
"1859","44.427297985","192.168.3.249","34.107.243.93","TLSv1","583","Client Hello"
"1860","44.495962396","192.168.3.1","192.168.3.249","DNS","101","Standard query response 0x80b6 A push.services.mozilla.com A 34.107.243.93"
"1861","44.523573239","fe80::293d:619e:24bd:6b9c","ff02::1:3","LLMNR","90","Standard query 0x601f AAAA zinox_edge"
"1862","44.524774761","fe80::293d:619e:24bd:6b9c","ff02::1:3","LLMNR","90","Standard query 0x89a4 A zinox_edge"
"1863","44.846145410","192.168.3.234","192.168.3.255","NBNS","92","Name query NB ZINOX_EDGE<00>"
"1864","45.029805272","08:55:31:cd:f7:4b","Spanning-tree-(for-bridges)_00","STP","53","RST. Root = 32768/0/08:55:31:cd:f7:4b  Cost = 0  Port = 0x8001"
"1865","45.215715824","fe80::293d:619e:24bd:6b9c","ff02::fb","MDNS","96","Standard query 0x0000 AAAA zinox_edge.local, ""QM"" question"
"1866","45.216875652","192.168.3.62","192.168.3.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1867","45.230734825","fe80::99c3:5cdc:2244:3a32","ff02::1:3","LLMNR","99","Standard query 0x2d3b A HPLaserJetM139-M142"
"1868","45.233808735","192.168.3.51","224.0.0.252","LLMNR","79","Standard query 0x2d3b A HPLaserJetM139-M142"
"1869","45.237542091","192.168.3.51","224.0.0.252","LLMNR","79","Standard query 0xcbb8 AAAA HPLaserJetM139-M142"
"1870","45.309074403","192.168.3.35","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"1871","45.420861083","192.168.3.249","216.239.32.180","TCP","66","[TCP Retransmission] 40416  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=4108702564 TSecr=16337774"
"1872","45.548863596","192.168.3.249","34.107.243.93","TCP","583","[TCP Retransmission] 58068  >  443 [PSH, ACK] Seq=1 Ack=1 Win=32128 Len=517 TSval=2497231232 TSecr=16337793"
"1873","46.543932525","216.239.32.180","192.168.3.249","TCP","66","443  >  40416 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16337845 TSecr=4108701568"
"1874","46.544227546","216.239.32.180","192.168.3.249","TCP","66","[TCP Dup ACK 1873#1] 443  >  40416 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16337862 TSecr=4108701568"
"1875","46.544285559","192.168.3.249","216.239.32.180","TCP","54","40416  >  443 [RST] Seq=519 Win=0 Len=0"
"1876","46.544626836","34.107.243.93","192.168.3.249","TCP","66","443  >  58068 [ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337863 TSecr=2497230110"
"1877","46.545078346","34.107.243.93","192.168.3.249","TCP","66","443  >  58068 [FIN, ACK] Seq=1 Ack=518 Win=15616 Len=0 TSval=16337863 TSecr=2497230110"
"1878","46.545545778","192.168.3.249","34.107.243.93","TCP","66","58068  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=2497232228 TSecr=16337863"
"1879","46.554381958","216.239.32.180","192.168.3.249","TCP","66","[TCP Dup ACK 1873#2] 443  >  40416 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16337922 TSecr=4108701568"
"1880","46.554462895","192.168.3.249","216.239.32.180","TCP","54","40416  >  443 [RST] Seq=519 Win=0 Len=0"
"1881","46.557618120","34.107.243.93","192.168.3.249","TCP","78","[TCP Dup ACK 1876#1] 443  >  58068 [ACK] Seq=2 Ack=518 Win=15616 Len=0 TSval=16337942 TSecr=2497231232 SLE=1 SRE=518"
"1882","46.890616874","192.168.3.62","192.168.3.255","BROWSER","216","Get Backup List Request"
"1883","46.902801945","fe80::a043:646b:3e74:e100","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::a043:646b:3e74:e100 A 192.168.3.86"
"1884","46.903756152","192.168.3.86","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"1885","46.922572849","fe80::a043:646b:3e74:e100","ff02::1:3","LLMNR","95","Standard query 0x44e8 ANY DESKTOP-ETGPQPE"
"1886","46.926903853","192.168.3.86","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::a043:646b:3e74:e100 A 192.168.3.86"
"1887","46.928746125","192.168.3.86","224.0.0.252","LLMNR","75","Standard query 0x44e8 ANY DESKTOP-ETGPQPE"
"1888","46.930072340","fe80::a043:646b:3e74:e100","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1889","46.933057115","fe80::a043:646b:3e74:e100","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::a043:646b:3e74:e100 A 192.168.3.86"
"1890","46.935305346","192.168.3.86","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"1891","47.179467871","192.168.3.86","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"1892","47.180610956","fe80::a043:646b:3e74:e100","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1893","48.063944409","de:ef:9b:87:1a:7f","Broadcast","ARP","60","Who has 192.168.3.1? Tell 192.168.3.49"
"1894","48.076853414","192.168.3.249","34.107.243.93","TCP","66","[TCP Retransmission] 58068  >  443 [FIN, ACK] Seq=518 Ack=2 Win=32128 Len=0 TSval=2497233760 TSecr=16337942"
"1895","48.327445813","34.107.243.93","192.168.3.249","TCP","66","443  >  58068 [ACK] Seq=2 Ack=519 Win=15616 Len=0 TSval=16338193 TSecr=2497233760"
"1896","48.407605850","192.168.3.123","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"1897","48.509973408","192.168.3.62","192.168.3.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1898","48.854701484","192.168.3.234","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"1899","48.883962410","fe80::293d:619e:24bd:6b9c","ff02::1:3","LLMNR","94","Standard query 0xb4ae ANY CUSTECH_TAB039"
"1900","48.885107043","192.168.3.234","224.0.0.252","LLMNR","74","Standard query 0xb4ae ANY CUSTECH_TAB039"
"1901","48.888943064","192.168.3.234","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"1902","48.898688579","192.168.3.234","224.0.0.251","MDNS","118","Standard query response 0x0000 AAAA fe80::293d:619e:24bd:6b9c A 192.168.3.234"
"1903","48.899941265","fe80::293d:619e:24bd:6b9c","ff02::fb","MDNS","100","Standard query 0x0000 ANY CUSTECH_TAB039.local, ""QM"" question"
"1904","48.922034779","08:55:31:cd:f7:4b","Spanning-tree-(for-bridges)_00","STP","53","RST. Root = 32768/0/08:55:31:cd:f7:4b  Cost = 0  Port = 0x8001"
"1905","49.484320933","192.168.3.66","224.0.0.251","MDNS","290","Standard query response 0x0000 PTR, cache flush Android-9.local PTR, cache flush Android-9.local A, cache flush 192.168.3.66 AAAA, cache flush fe80::ccac:b8ff:fec9:567f NSEC, cache flush 66.3.168.192.in-addr.arpa NSEC, cache flush F.7.6.5.9.C.E.F.F.F.8.B.C.A.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-9.local"
"1906","49.487480870","fe80::ccac:b8ff:fec9:567f","ff02::fb","MDNS","310","Standard query response 0x0000 PTR, cache flush Android-9.local PTR, cache flush Android-9.local A, cache flush 192.168.3.66 AAAA, cache flush fe80::ccac:b8ff:fec9:567f NSEC, cache flush 66.3.168.192.in-addr.arpa NSEC, cache flush F.7.6.5.9.C.E.F.F.F.8.B.C.A.C.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-9.local"
"1907","49.756610493","fe80::c298:279d:d78:b0cb","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1908","49.759627760","192.168.3.123","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"1909","49.780101872","fe80::c298:279d:d78:b0cb","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1910","49.781167462","fe80::c298:279d:d78:b0cb","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1911","49.782912674","192.168.3.123","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"1912","49.785007026","192.168.3.123","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-6QMQ1N9A.local, ""QM"" question"
"1913","49.794040878","fe80::c298:279d:d78:b0cb","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-6QMQ1N9A.local, ""QM"" question"
"1914","49.800464489","192.168.3.123","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::c298:279d:d78:b0cb A 192.168.3.123"
"1915","49.806388892","fe80::c298:279d:d78:b0cb","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::c298:279d:d78:b0cb A 192.168.3.123"
"1916","50.010255482","192.168.3.252","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"1917","50.025862807","192.168.3.249","142.250.200.142","TCP","74","53324  >  443 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=932709532 TSecr=0 WS=128"
"1918","50.029116196","142.250.200.142","192.168.3.249","TCP","74","443  >  53324 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1460 SACK_PERM TSval=16338379 TSecr=932709532 WS=128"
"1919","50.029169894","192.168.3.249","142.250.200.142","TCP","66","53324  >  443 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=932709535 TSecr=16338379"
"1920","50.031447033","192.168.3.249","142.250.200.142","TLSv1","583","Client Hello"
